id,web_name,first_name,second_name,team,team_code,element_type,now_cost,cost_change_event,cost_change_start,status,chance_of_playing_next_round,chance_of_playing_this_round,news,news_added,selected_by_percent,transfers_in_event,transfers_out_event,form,points_per_game,total_points,event_points,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,defensive_contribution,defensive_contribution_per_90,clearances_blocks_interceptions,recoveries,tackles,saves,saves_per_90,starts_per_90,penalties_order,corners_and_indirect_freekicks_order,direct_freekicks_order,ep_next,ep_this,dreamteam_count,value_form,value_season
341,Gnonto,Wilfried,Gnonto,13,2,3,50,0,0,u,0,0,Has joined ACF Fiorentina on loan for the rest of the season,2026-09-02T16:04:47.189648Z,0.0,0,39,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
342,Harrison,Jack,Harrison,13,2,3,50,0,0,u,0,0,Has joined New England Revolution permanently,2026-07-28T12:59:09.492431Z,0.0,0,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
343,James,Daniel,James,13,2,3,49,0,-1,a,,,,,0.1,141,429,0.8,1.0,3,1,52,0,0,0,0,1,0,9,0.35,0.01,0.36,1.61,0.61,0.02,0.63,2.79,5,8.65,1,4,0,0,0.0,0.0,,,,0.8,0.8,0,0.2,0.6
344,Gruev,Ilia,Gruev,13,2,3,50,0,0,a,100,100,,2026-08-14T23:00:06.272027Z,0.0,34,10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
345,Tanaka,Tanaka,Ao,13,2,3,49,0,-1,a,,,,,0.3,1510,1627,3.5,3.5,14,2,255,3,0,2,2,1,0,48,0.73,0.05,0.78,3.24,0.26,0.02,0.28,1.14,29,10.24,11,10,8,0,0.0,1.06,,4,,3.5,3.5,0,0.7,2.9
346,Calvert-Lewin,Dominic,Calvert-Lewin,13,2,4,60,0,0,a,,,,,25.1,69550,125639,5.2,4.4,22,2,419,5,2,1,3,2,4,73,3.00,0.08,3.08,4.85,0.64,0.02,0.66,1.04,22,4.73,9,13,0,0,0.0,1.07,1,,,5.2,5.2,0,0.9,3.7
347,Nmecha,Lukas,Nmecha,13,2,4,54,0,-1,a,,,,,0.5,1333,2774,1.8,1.8,7,1,64,0,0,1,0,1,0,28,0.27,0.15,0.42,2.90,0.38,0.21,0.59,4.08,4,5.62,0,3,1,0,0.0,0.0,2,,,1.8,1.8,0,0.3,1.3
348,Piroe,Joël,Piroe,13,2,4,50,0,0,u,0,0,Has joined West Ham United on loan for the rest of the season,2026-08-19T13:56:14.666726Z,0.1,0,312,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,3,,,0.0,0.0,0,0.0,0.0
349,Mateo Joseph,Mateo,Joseph Fernández-Regatillo,13,2,4,45,0,0,i,0,0,Knee injury - Unknown return date,2026-07-29T18:00:10.338170Z,0.1,224,352,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
350,A.Becker,Alisson,Becker,14,14,1,55,0,0,a,,,,,3.9,7638,7816,5.4,5.4,27,8,450,5,0,0,3,4,5,96,0.00,0.00,0.00,6.12,0.0,0.0,0.0,1.22,0,0.0,10,47,0,14,2.8,1.0,,,,5.4,5.4,0,1.0,4.9
351,Mamardashvili,Giorgi,Mamardashvili,14,14,1,49,0,-1,a,,,,,0.1,174,430,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
352,Woodman,Freddie,Woodman,14,14,1,40,0,0,a,,,,,1.0,561,1679,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
353,Pecsi,Armin,Pecsi,14,14,1,40,0,0,u,0,0,Has joined TSV Hartberg on loan for the rest of the season,2026-08-18T14:11:18.638344Z,0.0,0,47,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
354,Jaros,Vitezslav,Jaros,14,14,1,40,0,0,i,0,0,Knee injury - Unknown return date,2026-07-29T18:00:10.351066Z,0.0,148,96,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
355,Davies,Harvey,Davies,14,14,1,40,0,0,a,,,,,0.2,197,311,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
356,Virgil,Virgil,van Dijk,14,14,2,65,0,0,a,,,,,16.2,14280,31072,5.0,5.0,25,8,450,5,0,0,3,4,0,96,0.25,0.08,0.33,6.12,0.05,0.02,0.07,1.22,48,9.6,43,18,5,0,0.0,1.0,,,,5.0,5.0,0,0.8,3.8
357,Frimpong,Jeremie,Frimpong,14,14,2,53,0,-2,a,,,,,1.8,1131,9330,0.4,0.7,2,0,178,2,0,0,0,4,0,24,0.01,0.23,0.24,3.91,0.01,0.12,0.13,1.98,12,6.07,8,7,4,0,0.0,1.01,,,,0.4,0.4,0,0.1,0.4
358,Kerkez,Milos,Kerkez,14,14,2,54,0,-1,a,,,,,2.3,1772,7470,2.6,2.6,13,6,385,4,0,0,2,4,0,63,0.07,0.08,0.15,5.65,0.02,0.02,0.04,1.32,30,7.01,22,10,8,0,0.0,0.94,,,,2.6,2.6,0,0.5,2.4
359,Gomez,Joe,Gomez,14,14,2,49,0,-1,a,100,100,,2026-07-26T08:30:10.078473Z,0.0,226,75,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
360,Bradley,Conor,Bradley,14,14,2,50,0,0,i,0,0,Knee injury - Unknown return date,2026-07-23T12:01:23.565711Z,0.0,34,47,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
361,Lucky,Wellity,Lucky,14,14,2,40,0,0,a,,,,,0.1,210,372,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
362,Jacquet,Jeremy,Jacquet,14,14,2,50,0,0,a,100,100,,2026-07-23T12:01:23.581126Z,3.4,21987,8917,4.8,4.8,24,6,415,5,0,0,3,4,3,112,0.00,0.14,0.14,5.51,0.0,0.03,0.03,1.19,36,7.81,25,21,11,0,0.0,1.08,,,,4.8,4.8,0,1.0,4.8
363,Leoni,Giovanni,Leoni,14,14,2,40,0,0,i,0,0,Knee injury - Unknown return date,2026-07-23T12:01:23.596909Z,0.0,52,128,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
364,Tsimikas,Kostas,Tsimikas,14,14,2,49,0,-1,a,,,,,0.1,56,282,0.4,1.0,2,0,64,1,0,0,0,0,0,6,0.04,0.02,0.06,0.47,0.06,0.03,0.09,0.66,3,4.22,2,3,1,0,0.0,1.41,,,,0.4,0.4,0,0.1,0.4
365,Ramsay,Calvin,Ramsay,14,14,2,40,0,0,u,0,0,Has joined St Mirren on loan for the rest of the season,2026-08-26T14:05:26.748768Z,0.1,0,311,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
366,Wirtz,Florian,Wirtz,14,14,3,73,0,-2,a,,,,,5.8,1837,32883,3.6,3.6,18,6,402,5,0,2,3,4,0,92,1.00,0.40,1.40,4.82,0.22,0.09,0.31,1.08,36,8.06,3,25,8,0,0.0,1.12,4,3,2,3.6,3.6,0,0.5,2.5
367,Gakpo,Cody,Gakpo,14,14,3,72,0,2,a,100,100,,2026-09-09T18:30:08.772955Z,12.6,37679,59947,6.4,6.4,32,3,370,4,1,3,2,4,5,113,0.64,1.71,2.35,5.51,0.16,0.42,0.58,1.34,32,7.78,9,15,8,0,0.0,0.97,3,2,,6.4,6.4,2,0.9,4.4
368,Szoboszlai,Dominik,Szoboszlai,14,14,3,70,0,0,a,,,,,33.2,24864,162410,4.0,4.0,20,2,440,5,1,0,3,4,1,103,1.42,0.82,2.24,5.99,0.29,0.17,0.46,1.23,41,8.39,13,22,6,0,0.0,1.02,1,1,1,4.0,4.0,0,0.6,2.9
369,Ngumoha,Rio,Ngumoha,14,14,3,57,-1,-3,a,,,,,0.5,549,3209,0.8,1.3,4,0,99,1,0,0,0,2,0,13,0.15,0.05,0.20,0.68,0.14,0.05,0.19,0.62,4,3.64,1,2,1,0,0.0,0.91,,,,0.8,0.8,0,0.1,0.7
370,Chiesa,Federico,Chiesa,14,14,3,53,-1,-2,i,0,0,Back injury - Unknown return date,2026-08-27T13:30:07.598926Z,0.0,11,166,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
371,Gravenberch,Ryan,Gravenberch,14,14,3,58,-1,-2,a,,,,,1.1,837,6684,1.8,1.8,9,1,190,2,0,1,0,2,0,51,0.10,0.08,0.18,2.02,0.05,0.04,0.09,0.96,25,11.84,10,11,4,0,0.0,0.95,,,,1.8,1.8,0,0.3,1.6
372,Mac Allister,Alexis,Mac Allister,14,14,3,54,0,-1,a,,,,,1.3,2716,4909,2.2,2.2,11,5,306,3,0,0,2,2,0,59,0.10,0.49,0.59,4.85,0.03,0.14,0.17,1.43,41,12.06,11,19,11,0,0.0,0.88,5,,,2.2,2.2,0,0.4,2.0
373,C.Jones,Curtis,Jones,14,14,3,55,0,0,u,0,0,Has joined Internazionale permanently,2026-08-16T18:30:07.426408Z,0.0,0,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
374,Endo,Endo,Wataru,14,14,3,49,0,-1,a,100,100,,2026-07-23T12:01:23.612529Z,0.1,108,300,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
375,Nyoni,Trey,Nyoni,14,14,3,49,0,-1,a,,,,,0.0,53,232,0.6,1.0,3,1,38,0,0,0,0,0,0,9,0.00,0.00,0.00,0.36,0.0,0.0,0.0,0.85,10,23.68,6,2,2,0,0.0,0.0,,,,0.6,0.6,0,0.1,0.6
376,Bajcetic,Stefan,Bajčetić Maquieira,14,14,3,50,0,0,u,0,0,Has joined Celta Vigo permanently,2026-07-23T12:01:23.628373Z,0.0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
377,Munoz,Victor,Munoz,14,14,3,65,0,0,a,,,,,0.9,998,9006,3.0,3.0,15,1,257,3,1,1,1,2,0,60,0.52,0.31,0.83,4.63,0.18,0.11,0.29,1.62,16,5.6,5,8,3,0,0.0,1.05,,,,3.0,3.0,0,0.5,2.3
378,McConnell,James,McConnell,14,14,3,44,0,-1,a,,,,,0.2,768,1027,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
379,Isak,Alexander,Isak,14,14,4,91,0,1,a,,,,,22.3,80845,50444,6.6,6.6,33,8,413,5,4,0,3,4,8,133,3.54,0.08,3.62,5.82,0.77,0.02,0.79,1.27,7,1.53,3,3,1,0,0.0,1.09,2,,,6.6,6.6,1,0.7,3.6
380,Ekitiké,Hugo,Ekitiké,14,14,4,74,0,-1,i,0,0,Achilles injury - Unknown return date,2026-07-23T12:01:23.643771Z,0.1,243,568,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
381,Koumas,Lewis,Koumas,14,14,3,50,0,0,a,,,,,0.0,95,122,0.6,1.0,3,1,22,0,0,0,0,0,0,14,0.28,0.00,0.28,0.72,1.15,0.0,1.15,2.95,1,4.09,0,1,0,0,0.0,0.0,,,,0.6,0.6,0,0.1,0.6
382,Danns,Jayden,Danns,14,14,4,45,0,0,a,100,100,,2026-07-23T12:01:23.659279Z,0.2,2562,1701,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
383,Elliott,Harvey,Elliott,14,14,3,54,0,-1,u,0,0,Has joined Valencia on loan for the rest of the season,2026-09-02T16:05:49.104326Z,0.0,0,154,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
384,Donnarumma,Gianluigi,Donnarumma,15,43,1,55,0,0,a,,,,,7.6,8017,21609,3.8,3.8,19,2,450,5,0,0,2,5,0,84,0.00,0.00,0.00,7.25,0.0,0.0,0.0,1.45,0,0.0,4,32,0,14,2.8,1.0,,,,3.8,3.8,0,0.7,3.5
385,Trafford,James,Trafford,13,2,1,50,0,0,a,,,,,5.5,13331,9896,4.8,5.6,28,10,450,5,0,0,2,3,5,117,0.00,0.00,0.00,6.46,0.0,0.0,0.0,1.29,0,0.0,6,55,0,20,4.0,1.0,,,,4.8,4.8,0,1.0,5.6
386,Bettinelli,Marcus,Bettinelli,15,43,1,45,0,0,a,,,,,0.0,35,60,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
387,O'Reilly,Nico,O'Reilly,15,43,2,63,-1,-2,a,100,100,,2026-09-05T18:00:06.379802Z,11.1,3592,54535,1.2,1.5,6,1,163,2,0,0,0,2,0,22,0.87,0.43,1.30,2.10,0.48,0.24,0.72,1.16,5,2.76,2,9,3,0,0.0,1.1,,,,1.2,1.2,0,0.2,1.0
388,Guéhi,Marc,Guéhi,15,43,2,60,0,0,a,,,,,18.3,17804,35455,6.0,6.0,30,4,450,5,1,1,2,5,4,114,0.95,0.39,1.34,7.25,0.19,0.08,0.27,1.45,29,5.8,26,19,3,0,0.0,1.0,,,,6.0,6.0,0,1.0,5.0
389,Matheus N.,Matheus,Nunes,15,43,2,59,0,-1,a,100,100,,2026-08-27T11:30:08.171622Z,1.0,1214,1960,2.2,3.7,11,1,213,2,0,0,1,3,1,38,0.00,0.06,0.06,4.67,0.0,0.03,0.03,1.97,21,8.87,18,10,3,0,0.0,0.85,4,,,2.2,2.2,0,0.4,1.9
390,Rúben,Rúben,dos Santos Gato Alves Dias,15,43,2,55,0,0,a,,,,,1.9,3362,6435,3.4,3.4,17,1,450,5,0,0,2,5,0,72,0.29,0.74,1.03,7.25,0.06,0.15,0.21,1.45,26,5.2,25,16,1,0,0.0,1.0,,,,3.4,3.4,0,0.6,3.1
391,Gvardiol,Joško,Gvardiol,15,43,2,57,0,2,a,,,,,26.5,109180,35239,7.4,7.4,37,4,434,5,1,3,2,5,6,135,0.22,0.74,0.96,7.25,0.05,0.15,0.2,1.5,31,6.43,20,21,11,0,0.0,1.04,,,,7.4,7.4,0,1.3,6.5
392,Aït-Nouri,Rayan,Aït-Nouri,15,43,2,53,0,-2,a,,,,,0.4,375,1585,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
393,Khusanov,Abdukodir,Khusanov,15,43,2,54,0,-1,a,,,,,1.4,1017,6814,1.8,3.0,9,0,268,3,0,0,1,2,0,53,0.00,0.06,0.06,2.68,0.0,0.02,0.02,0.9,17,5.71,9,13,8,0,0.0,1.01,,,,1.8,1.8,0,0.3,1.7
394,Alleyne,Max,Alleyne,15,43,2,50,0,0,u,0,0,Has joined Burnley on loan for the rest of the season,2026-08-18T14:11:56.324656Z,0.0,0,11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
395,Lewis,Rico,Lewis,15,43,2,44,0,-1,a,,,,,0.2,212,863,0.2,1.0,1,0,56,1,0,0,0,1,0,-1,0.17,0.02,0.19,0.55,0.27,0.03,0.3,0.88,2,3.21,2,0,0,0,0.0,1.61,,,,0.2,0.2,0,0.0,0.2
396,Vitor Reis,Vitor,de Oliveira Nunes dos Reis,15,43,2,45,0,0,a,,,,,0.0,53,109,0.2,1.0,1,0,1,0,0,0,0,0,0,3,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,,,,0.2,0.2,0,0.0,0.2
397,Semenyo,Antoine,Semenyo,15,43,3,84,0,-1,a,,,,,15.3,95183,33741,6.6,6.6,33,17,450,5,2,3,2,5,2,147,0.33,1.16,1.49,7.25,0.07,0.23,0.3,1.45,22,4.4,2,14,6,0,0.0,1.0,2,,,6.6,6.6,1,0.8,3.9
398,Foden,Phil,Foden,15,43,3,69,0,-1,s,0,0,Suspended until 17 Oct,2026-09-13T17:00:09.433455Z,1.9,120,21740,1.8,2.2,9,0,217,3,0,2,0,2,1,52,1.61,0.88,2.49,1.91,0.67,0.36,1.03,0.79,14,5.81,2,8,4,0,0.0,1.24,,2,2,0.0,0.0,0,0.3,1.3
399,Cherki,Rayan,Cherki,15,43,3,78,0,3,a,,,,,28.2,80105,67224,6.8,6.8,34,8,302,4,3,2,1,4,5,150,0.72,1.54,2.26,5.00,0.21,0.46,0.67,1.49,12,3.58,3,9,0,0,0.0,1.19,,1,1,6.8,6.8,1,0.9,4.4
400,Doku,Jérémy,Doku,15,43,3,74,0,-1,a,100,75,,2026-08-18T17:00:08.385597Z,0.7,2149,1273,0.2,1.0,1,1,15,0,0,0,0,0,0,7,0.23,0.32,0.55,0.42,1.38,1.92,3.3,2.52,2,12.0,1,1,0,0,0.0,0.0,3,,,0.2,0.2,0,0.0,0.1
401,Marmoush,Omar,Marmoush,19,6,4,70,0,0,a,,,,,2.1,6938,16468,1.6,2.0,8,2,339,4,0,0,2,5,0,37,0.38,0.15,0.53,3.84,0.1,0.04,0.14,1.02,13,3.45,0,11,2,0,0.0,1.06,2,,5,1.6,1.6,0,0.2,1.1
402,Rodrigo,Rodrigo 'Rodri',Hernandez Cascante,15,43,3,65,0,0,u,0,0,Has joined Barcelona permanently,2026-07-23T12:01:23.675537Z,0.0,0,16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
403,Sávio,Sávio,Moreira de Oliveira,19,6,3,65,0,0,a,100,100,,2026-08-29T16:30:08.380416Z,0.7,1913,5155,1.6,2.7,8,2,240,3,0,0,2,3,0,66,0.41,0.70,1.11,2.76,0.15,0.26,0.41,1.04,11,4.12,3,8,0,0,0.0,1.12,,4,,1.6,1.6,0,0.2,1.2
404,Reijnders,Tijjani,Reijnders,15,43,3,60,0,0,u,0,0,Has joined Al Qadsiah permanently,2026-08-20T14:02:58.154273Z,0.0,0,63,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
405,N.Gonzalez,Nico,González Iglesias,17,4,3,55,0,0,a,100,0,,2026-09-14T21:30:07.343728Z,0.2,343,1568,1.0,1.7,5,0,164,3,0,0,1,2,0,23,0.00,0.21,0.21,2.34,0.0,0.12,0.12,1.28,12,6.59,3,9,0,0,0.0,1.65,,,,1.0,0.0,0,0.2,0.9
406,Kovačić,Mateo,Kovačić,15,43,3,54,0,-1,a,,,,,0.1,65,343,0.4,1.0,2,0,42,0,0,0,0,0,0,12,0.00,0.02,0.02,0.10,0.0,0.04,0.04,0.21,2,4.29,0,2,0,0,0.0,0.0,,,,0.4,0.4,0,0.1,0.4
407,Echeverri,Claudio,Echeverri,15,43,3,49,0,-1,u,0,0,Has joined Benfica on loan for the rest of the season,2026-09-03T15:41:24.710479Z,0.0,0,37,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
408,Phillips,Kalvin,Phillips,15,43,3,50,0,0,u,0,0,Has joined Sheffield United on loan for the rest of the season,2026-08-18T14:11:56.348781Z,0.0,0,8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
409,Mukasa,Divine,Mukasa,15,43,3,45,0,0,u,0,0,has joined West Ham on loan for the rest of the seaon.,2026-09-03T10:34:10.733520Z,0.1,0,425,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
410,Monga,Jeremy,Monga,15,43,3,49,0,-1,u,0,0,Has joined Swansea City on loan for the rest of the season,2026-09-02T16:02:01.136760Z,0.0,0,39,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
411,Haaland,Erling,Haaland,15,43,4,156,0,1,a,,,,,73.6,55268,13419,7.8,7.8,39,6,450,5,5,0,2,5,9,167,4.42,0.53,4.95,7.25,0.88,0.11,0.99,1.45,20,4.0,10,10,0,0,0.0,1.0,1,,,7.8,7.8,2,0.5,2.5
412,Lammens,Senne,Lammens,16,1,1,49,0,-1,a,,,,,10.0,4681,35823,2.5,2.2,11,4,450,5,0,0,0,8,0,58,0.00,0.00,0.00,6.80,0.0,0.0,0.0,1.36,0,0.0,5,38,0,16,3.2,1.0,,,,2.5,2.5,0,0.5,2.2
413,Bayindir,Altay,Bayındır,16,1,1,45,0,0,u,0,0,Has joined Celta Vigo on loan for the rest of the season,2026-08-10T14:02:28.608415Z,0.0,0,26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
414,Heaton,Tom,Heaton,16,1,1,40,0,0,i,0,0,Hamstring injury - Unknown return date,2026-08-15T16:00:07.854151Z,0.1,147,184,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
415,Dorgu,Patrick,Dorgu,16,1,3,58,0,-2,a,,,,,0.5,706,2902,2.5,2.0,10,4,171,2,0,1,0,6,0,27,0.78,0.09,0.87,3.38,0.41,0.05,0.46,1.78,20,10.53,8,4,8,0,0.0,1.05,,,,2.5,2.5,0,0.4,1.7
416,De Ligt,Matthijs,de Ligt,16,1,2,50,0,0,i,0,0,Back injury - Unknown return date,2026-07-23T12:01:23.690880Z,0.0,50,77,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
417,Dalot,Diogo,Dalot Teixeira,16,1,2,49,0,-1,a,,,,,1.6,838,5420,1.8,1.6,8,2,346,4,0,0,0,4,0,46,0.24,0.23,0.47,4.70,0.06,0.06,0.12,1.22,16,4.16,10,21,6,0,0.0,1.04,,,,1.8,1.8,0,0.4,1.6
418,Maguire,Harry,Maguire,16,1,2,49,0,-1,a,,,,,8.8,2883,58448,2.2,2.0,10,2,450,5,0,1,0,8,0,50,0.20,0.46,0.66,6.80,0.04,0.09,0.13,1.36,31,6.2,28,21,3,0,0.0,1.0,,,,2.2,2.2,0,0.4,2.0
419,Martinez,Lisandro,Martínez,16,1,2,50,0,0,a,100,100,,2026-07-24T20:00:10.337107Z,1.3,2646,4545,1.5,1.5,6,0,360,4,0,0,0,6,0,29,0.21,0.16,0.37,5.79,0.05,0.04,0.09,1.45,20,5.0,17,14,3,0,0.0,1.0,,,,1.5,1.5,0,0.3,1.2
420,Yoro,Leny,Yoro,16,1,2,48,-1,-2,a,,,,,0.5,360,1591,0.5,1.0,2,0,22,0,0,0,0,2,0,-1,0.00,0.02,0.02,1.09,0.0,0.08,0.08,4.46,5,20.45,3,1,2,0,0.0,0.0,,,,0.5,0.5,0,0.1,0.4
421,Heaven,Ayden,Heaven,16,1,2,44,0,-1,a,,,,,0.3,160,1071,0.0,1.0,1,0,90,1,0,0,0,2,0,5,0.12,0.04,0.16,1.01,0.12,0.04,0.16,1.01,2,2.0,1,4,1,0,0.0,1.0,,,,0.0,0.0,0,0.0,0.2
422,Mazraoui,Noussair,Mazraoui,16,1,2,44,0,-1,a,,,,,0.5,445,2147,0.5,1.0,3,0,97,1,0,0,0,4,0,6,0.22,0.06,0.28,2.08,0.2,0.06,0.26,1.93,6,5.57,4,3,2,0,0.0,0.93,,,,0.5,0.5,0,0.1,0.7
423,Shaw,Luke,Shaw,16,1,2,43,-1,-2,a,100,50,,2026-09-11T13:00:09.030120Z,7.8,2127,64085,2.0,2.2,9,2,335,4,0,1,0,5,0,54,0.03,0.58,0.61,4.63,0.01,0.16,0.17,1.24,23,6.18,17,7,6,0,0.0,1.07,,3,,2.0,1.0,0,0.5,2.1
424,Amass,Harry,Amass,16,1,2,40,0,0,a,,,,,0.2,305,540,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
425,Fredricson,Tyler,Fredricson,16,1,2,40,0,0,u,0,0,Has joined Lausanne-Sport permanently,2026-08-18T14:12:31.904433Z,0.0,0,30,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
426,B.Fernandes,Bruno,Borges Fernandes,16,1,3,119,-1,-1,a,,,,,38.8,25583,154488,7.2,6.2,31,2,450,5,3,1,0,8,3,148,2.56,1.32,3.88,6.80,0.51,0.26,0.77,1.36,29,5.8,3,21,5,0,0.0,1.0,1,1,1,7.2,7.2,1,0.6,2.6
